"gene_id","camSd69_rep1","camSd69_rep2","camSd69_rep3","camSKI_rep1","camSKI_rep2","camSKI_rep3","LAC_wt_rep1","LAC_wt_rep2","LAC_wt_rep3","LAC_ΔcamS_rep1","LAC_ΔcamS_rep2","LAC_ΔcamS_rep3"
"SAUSA300_RS00180",18,16,20,12,24,18,24,26,24,17,27,24
"SAUSA300_RS00185",2,2,1,4,3,0,3,3,4,6,4,6
"SAUSA300_RS00190",11,5,3,8,7,9,7,9,9,4,4,12
"SAUSA300_RS00195",11,11,8,5,6,4,10,7,8,4,13,17
"SAUSA300_RS00200",1009,907,1011,823,945,696,627,1021,829,801,829,1186
"SAUSA300_RS00205",383,376,393,358,321,268,229,351,333,303,327,482
"SAUSA300_RS00210",972,871,1237,852,1045,820,835,1112,989,920,798,1324
"SAUSA300_RS00215",43,42,51,24,26,38,16,35,27,28,20,31
"SAUSA300_RS00220",1054,851,1122,864,1352,845,940,1479,474,1044,733,1259
"SAUSA300_RS00225",5626,6051,5887,3798,5548,3346,3341,5873,4696,5075,5229,5908
"cstB_1",73,106,60,92,117,61,54,93,83,75,79,90
"SAUSA300_RS15865",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS00240",0,5,1,2,6,0,0,2,7,7,1,1
"SAUSA300_RS00245",3292,3633,3326,2541,3247,2178,2063,3515,2663,2873,3183,3028
"SAUSA300_RS14965",78,62,44,69,121,59,72,125,39,38,25,55
"SAUSA300_RS15870",10,17,13,19,25,11,5,21,6,15,4,22
"SAUSA300_RS00250",195,159,149,105,126,79,101,157,88,142,165,134
"SAUSA300_RS00255",9,2,10,2,6,3,10,9,10,7,12,15
"SAUSA300_RS00260",79,89,67,52,93,48,66,96,41,57,79,83
"SAUSA300_RS00265",257,252,390,427,751,341,368,742,315,397,229,343
"SAUSA300_RS00270",32,33,42,42,48,24,46,62,27,24,32,28
"SAUSA300_RS00275",1029,733,986,591,1032,658,643,1244,509,961,678,1063
"SAUSA300_RS00280",7943,9205,11117,8502,12314,7000,8680,14045,14722,8575,7297,9178
"SAUSA300_RS00285",1,0,8,2,3,0,4,5,0,3,1,4
"SAUSA300_RS00290",4,6,3,0,2,4,0,8,0,3,1,3
"SAUSA300_RS00295",9,9,8,5,4,9,5,15,11,8,7,14
"SAUSA300_RS00300",3,6,8,8,8,11,5,8,1,7,1,3
"SAUSA300_RS14975",16,13,13,6,16,4,4,4,20,3,19,9
"SAUSA300_RS00305",68,51,80,38,80,26,37,78,52,55,52,80
"arcC_1",3106,3118,3398,2583,3012,2267,2404,3319,2661,2795,2813,3372
"argF_1",1729,1618,1824,1278,1515,1195,1217,1521,1568,1544,1347,1990
"SAUSA300_RS00320",157,107,141,117,114,106,84,161,51,146,92,167
"arcD_1",832,819,861,717,828,621,632,932,692,666,625,955
"arcA_1",859,1063,978,733,964,683,643,1013,883,873,807,1121
"SAUSA300_RS00335",13,5,6,5,14,1,9,5,3,4,2,3
"SAUSA300_RS00340",35438,25636,35238,35259,51027,31356,36951,65020,24337,27827,19672,32621
"SAUSA300_RS15955",6,11,7,2,4,6,4,19,7,6,13,13
"SAUSA300_RS14985",348,472,343,309,376,280,291,527,332,347,349,400
"SAUSA300_RS00355",13267,16107,19966,17346,20402,18127,13778,24751,28545,10187,12645,16409
"SAUSA300_RS00360",5431,5449,6095,5160,5800,5005,4315,6804,6157,4554,4861,5995
"SAUSA300_RS00365",577,671,676,506,588,424,381,568,535,492,683,735
"SAUSA300_RS00370",1499,1892,1683,1238,1398,1096,1004,1574,1434,1369,1697,1945
"SAUSA300_RS00375",826,883,839,576,758,558,584,818,673,722,795,895
"SAUSA300_RS00380",562,655,643,379,480,361,431,648,485,553,653,685
"SAUSA300_RS00385",363,439,347,233,313,164,295,340,242,328,370,412
"SAUSA300_RS00390",145,173,150,120,158,102,102,151,123,124,167,173
"SAUSA300_RS00395",14449,14877,16948,10304,12197,10244,8496,14553,12061,11955,11317,16190
"SAUSA300_RS00400",3302,3576,3933,1904,2291,2031,1401,2881,2893,2551,2666,3401
"SAUSA300_RS00405",0,0,0,0,0,0,0,2,0,0,0,0
"SAUSA300_RS00410",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS00415",2405,2310,1999,1369,2715,1331,1736,2939,1161,2275,1937,2368
"SAUSA300_RS00420",593,666,685,488,557,414,379,689,641,553,523,834
"SAUSA300_RS00425",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS00430",485,494,487,359,448,353,353,474,339,437,395,633
"cstR",98,93,121,45,57,50,44,75,68,89,89,118
"cstA",232,224,264,105,198,129,108,189,187,202,137,319
"cstB_2",572,652,806,490,590,464,386,582,517,528,442,866
"sqr",2280,2307,3080,2662,4255,2748,2432,4402,3322,1898,2045,3173
"SAUSA300_RS00455",0,1,1,0,0,0,0,0,0,0,0,0
"SAUSA300_RS00460",5037,5826,5884,9288,10563,7206,8305,11346,8223,3954,4419,4982
"SAUSA300_RS00465",97,71,107,83,116,67,97,87,63,65,90,79
"SAUSA300_RS00470",436,472,514,304,394,315,273,427,366,409,462,411
"SAUSA300_RS00475",265,218,276,219,289,218,228,360,183,265,192,320
"SAUSA300_RS00480",97,108,134,103,136,81,81,124,87,118,86,159
"SAUSA300_RS00485",904,860,874,487,605,383,422,664,476,732,661,867
"SAUSA300_RS00490",138,101,172,62,120,74,91,154,42,125,100,191
"SAUSA300_RS00495",209,217,209,126,207,100,136,234,175,179,163,234
"SAUSA300_RS00500",230,270,250,197,262,157,182,321,175,251,234,284
"SAUSA300_RS00505",3489,3504,4004,2893,3685,2514,2817,4502,3755,3191,3251,3857
"SAUSA300_RS00510",968,948,1048,671,966,635,660,1174,889,811,773,1130
"SAUSA300_RS00515",199,184,154,63,75,78,58,99,96,109,177,199
"SAUSA300_RS00520",248,304,314,178,240,140,173,311,275,224,176,315
"SAUSA300_RS00525",129,171,193,134,162,122,92,194,153,174,130,214
"SAUSA300_RS00530",263,262,288,151,209,157,134,265,260,199,185,299
"SAUSA300_RS00535",404,505,532,333,469,310,315,512,481,368,438,490
"SAUSA300_RS00540",4317,4831,4390,4155,5121,3526,3639,5763,4576,4238,4268,5228
"SAUSA300_RS00545",2029,1895,2963,3188,4141,3223,2530,3798,3560,1847,1670,2511
"SAUSA300_RS00550",3179,3564,4546,5025,6225,4743,3712,6001,4978,3132,2806,4444
"SAUSA300_RS00555",54403,58496,60443,64899,83672,59241,61615,93821,80851,54589,53934,63475
"SAUSA300_RS00560",1056,1114,1261,1752,1603,1238,1501,2185,1785,1003,774,1223
"SAUSA300_RS00565",23,39,35,30,35,36,22,43,22,12,33,49
"SAUSA300_RS00570",40,46,40,38,65,36,41,40,33,45,35,39
"SAUSA300_RS00575",2811,2840,3624,3326,5199,3496,2802,5480,3850,2029,1916,3266
"SAUSA300_RS00580",21354,23328,27481,25739,34995,24138,20719,35292,28057,18332,19666,28715
"spa",260,213,237,140,154,137,179,219,199,165,264,216
"sarS",1480,791,1254,406,582,442,467,766,343,889,1200,1375
"sirC",1908,2092,3056,1736,2736,1868,1337,2825,2262,1356,1797,3102
"sirB",63,58,58,52,62,39,35,75,47,54,68,113
"sirA",103,94,82,36,79,33,47,63,59,51,96,117
"sbnA",35,19,25,20,35,30,24,16,37,22,19,37
"sbnB",63,37,66,61,61,37,41,74,51,54,67,78
"sbnC",136,149,202,145,152,121,92,194,175,127,137,193
"sbnD",115,111,122,114,157,117,113,145,86,91,122,136
"sbnE",217,232,209,211,273,174,195,281,228,201,212,296
"sbnF",387,328,401,338,329,304,349,427,417,336,329,448
"sbnG",303,337,364,283,317,304,232,403,363,289,284,332
"sbnH",508,483,606,535,542,438,397,649,592,424,498,662
"sbnI",444,549,548,426,479,409,322,553,561,447,432,569
"SAUSA300_RS00660",178,174,173,159,216,138,172,244,157,179,183,218
"SAUSA300_RS00665",319,397,322,248,455,229,263,534,266,337,327,353
"SAUSA300_RS00670",36854,38052,43932,45368,51820,36529,38516,51367,44386,34567,33377,37623
"SAUSA300_RS00675",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS00680",23,22,22,10,29,14,24,11,9,13,23,27
"SAUSA300_RS00685",15,11,19,11,24,10,5,22,9,23,17,21
"SAUSA300_RS00690",35,40,36,14,44,18,29,41,30,26,30,44
"SAUSA300_RS00695",102,110,81,54,83,41,70,133,66,70,91,106
"SAUSA300_RS00700",857,787,972,614,827,593,523,932,578,753,734,1026
"SAUSA300_RS00705",66,83,82,43,73,69,39,65,81,54,87,74
"SAUSA300_RS00710",7401,6894,7023,1085,1222,1199,912,1357,1483,4506,7043,6745
"SAUSA300_RS15960",10,7,24,3,2,1,1,1,2,8,10,11
"SAUSA300_RS00715",1994,2152,2146,1700,2305,1525,1765,2569,2192,1741,2051,2059
"deoD_1",209,239,299,249,247,194,167,249,270,157,192,315
"tet(38)",1474,1704,2115,1504,1720,1426,1305,1816,1519,1313,1368,2113
"deoC_1",4995,4875,6035,4758,5558,3949,3947,5799,5154,4093,4721,5645
"deoB",19661,21336,24143,18197,20885,16561,16032,22053,20771,16265,19257,21896
"phnE_1",67,54,69,58,86,54,70,105,47,61,87,61
"phnE_2",84,84,84,75,114,53,92,123,91,71,54,80
"phnC",78,74,74,69,89,67,104,103,60,65,77,62
"SAUSA300_RS00760",270,244,187,324,310,163,349,333,300,208,199,197
"SAUSA300_RS00765",628,675,658,884,911,655,694,856,818,583,582,792
"SAUSA300_RS00770",1980,2011,2136,1775,2056,1474,1580,2175,2032,1602,1721,2107
"SAUSA300_RS00775",6,6,10,6,6,4,16,8,3,6,4,1
"SAUSA300_RS15710",35,38,31,28,69,29,29,47,22,33,23,45
"SAUSA300_RS00790",86,160,163,176,182,124,101,137,201,90,139,116
"tnpA_1",612,829,722,570,718,528,392,913,853,599,588,678
"adhE",955,957,1177,1137,1185,973,922,1384,1241,914,902,1138
"capA",138,179,133,145,218,151,190,261,231,117,125,144
"cap8B",203,210,174,236,326,253,304,410,310,215,166,197
"cap8C",145,168,145,231,255,193,235,378,331,152,145,164
"cap8D",446,458,466,429,660,420,464,815,645,394,414,512
"cap8E",246,256,268,291,332,249,293,405,310,202,230,247
"cap8F",304,293,332,315,378,293,333,489,420,302,240,388
"cap8G",333,370,423,418,439,367,365,605,498,334,300,411
"SAUSA300_RS00840",151,142,163,149,180,175,164,256,255,129,119,188
"SAUSA300_RS00845",346,311,381,331,476,311,284,564,365,316,264,441
"SAUSA300_RS00850",316,287,331,328,389,291,276,486,323,268,222,375
"SAUSA300_RS00855",222,194,289,236,290,168,218,343,182,232,164,312
"cap8L",541,511,579,562,671,498,539,787,638,507,441,679
"cap8M",358,394,391,344,419,367,288,533,514,309,316,443
"capN",513,505,591,607,780,522,556,900,686,454,388,638
"cap8O",879,929,1059,1110,1302,934,916,1434,1351,812,783,1116
"cap8P",664,721,809,785,919,652,740,1112,902,570,650,847
"isdI",381,336,359,207,344,216,167,285,260,336,302,435
"SAUSA300_RS00890",257,280,296,218,263,171,149,265,188,291,231,349
"SAUSA300_RS00895",43392,40400,39819,37612,45396,31050,34862,44481,34193,39833,42005,44585
"SAUSA300_RS00900",3487,2900,3968,4351,5472,4143,4008,6155,4836,2733,2168,3356
"SAUSA300_RS00905",685,732,599,997,1540,757,1173,1632,1055,693,598,501
"SAUSA300_RS00910",144,131,139,106,115,90,94,176,141,86,87,160
"SAUSA300_RS00915",117,70,88,65,75,40,87,104,91,77,52,97
"SAUSA300_RS00920",148,123,141,124,118,108,136,191,76,87,95,178
"SAUSA300_RS00925",146,162,152,137,123,74,120,188,127,130,114,137
"SAUSA300_RS00930",567,483,643,456,542,439,370,725,505,444,489,712
"SAUSA300_RS00935",3694,3057,3234,2195,3756,2468,2214,3349,2781,3416,3123,3271
"SAUSA300_RS00940",221,204,255,297,435,251,250,385,276,242,182,288
"SAUSA300_RS00945",2604,2599,2818,2021,2485,1794,1642,2648,2259,2288,2250,3158
"SAUSA300_RS00950",80162,75924,80188,59858,68376,53516,53461,65754,58506,67101,66927,85425
"SAUSA300_RS00955",6585,6395,6874,4774,5424,4135,4482,5143,4925,5114,5198,7045
"SAUSA300_RS00960",5290,5282,5367,6027,6197,3823,5183,7824,4375,5429,4453,5065
"argB",322,297,301,254,305,178,241,275,255,272,256,349
"argJ",508,563,476,398,467,371,427,488,411,466,522,520
"argC",212,186,216,104,146,106,139,196,117,138,162,210
"rocD",175,154,122,106,115,89,133,157,121,140,159,173
"brnQ_1",2480,2189,2727,1290,1765,1193,1372,2080,1443,2244,2218,3112
"SAUSA300_RS00990",978,936,1221,834,1109,850,729,1012,1001,842,929,1213
"SAUSA300_RS00995",4953,5146,6193,4068,5207,4372,3252,5157,4780,4530,5242,6528
"SAUSA300_RS01000",0,0,0,0,0,0,0,0,0,0,4,0
"ptsG_1",7814,7781,8370,10764,13659,9328,9281,13586,12539,7562,7326,8707
"SAUSA300_RS01010",58798,61736,70687,40231,43043,37372,35716,45869,47893,47550,49555,79731
"murQ",39250,41707,48799,26857,28341,24930,19944,31013,34930,31898,33498,52910
"SAUSA300_RS01020",83849,87418,105301,56828,61196,52052,45500,64627,63484,71236,71422,114990
"SAUSA300_RS01025",47250,45363,56491,29455,33014,26916,27275,34537,30535,40259,37215,61625
"SAUSA300_RS01030",42,32,52,25,28,36,25,44,8,33,46,42
"SAUSA300_RS01035",7381,7485,7922,4154,5246,3498,3933,5534,4364,6179,6619,9330
"SAUSA300_RS01040",2431,2211,2875,1916,2551,1859,1636,2876,2420,2206,1904,2541
"SAUSA300_RS01045",4003,3755,4699,3111,4238,3204,2797,4501,3868,3452,3126,4339
"SAUSA300_RS01050",3574,3295,3795,2111,3219,2423,1939,3783,2744,3017,2573,3362
"SAUSA300_RS01055",1258,1173,1398,1187,1350,894,1078,1493,1185,1184,1032,1494
"SAUSA300_RS01060",95,59,69,55,81,32,63,111,57,78,52,79
"SAUSA300_RS01065",127,126,124,82,101,65,113,156,127,139,89,118
"SAUSA300_RS01070",332,306,367,289,293,212,295,518,331,307,252,353
"ggt",731,732,802,598,714,456,654,1099,692,679,737,866
"SAUSA300_RS01080",412,399,441,356,480,251,409,627,445,394,402,520
"SAUSA300_RS01085",944,1040,1004,1133,1524,986,967,1636,1569,994,1002,1140
"SAUSA300_RS01090",284,300,286,301,330,188,206,318,279,274,260,281
"ugpC",39,29,27,34,27,35,34,48,33,29,27,37
"SAUSA300_RS01100",172,169,166,149,162,115,152,156,154,169,155,205
"SAUSA300_RS01105",603,681,646,621,757,530,579,715,627,567,613,733
"SAUSA300_RS01110",349,400,366,335,389,305,311,390,388,322,319,380
"SAUSA300_RS01115",1133,1201,1174,1184,1322,985,903,1426,1347,1069,1081,1291
"SAUSA300_RS01120",755,879,849,749,919,675,683,1044,883,764,697,949
"SAUSA300_RS01125",1060,1111,1298,941,1335,846,922,1365,1237,1050,993,1315
"SAUSA300_RS01130",13,20,24,7,7,11,8,12,4,23,29,26
"uhpT",607,689,799,614,678,564,457,629,712,521,654,772
"SAUSA300_RS01140",1259,1316,1249,849,992,804,969,1152,992,1018,1146,1399
"SAUSA300_RS01145",1944,1769,1835,1105,1541,1007,1213,1550,1256,1608,1681,2001
"SAUSA300_RS01150",828,772,890,605,719,459,546,679,584,748,761,863
"pflB",78981,77160,84999,72501,51722,48488,59246,70889,58485,67430,56031,85805
"pflA",23937,24523,26657,19050,12813,14519,15064,20012,16418,21766,16907,26787
"SAUSA300_RS01170",436,396,443,331,415,270,329,553,340,414,363,493
"SAUSA300_RS01175",28,16,24,12,16,27,28,16,9,26,30,29
"coa",319,401,400,281,335,206,220,360,341,318,334,467
"SAUSA300_RS01185",8,12,9,6,17,2,6,12,5,17,8,11
"SAUSA300_RS01195",10942,10445,12504,11241,17157,9323,12545,14223,12496,10478,9770,11967
"SAUSA300_RS01200",13274,12721,14878,12882,20031,11224,14522,16922,15465,12905,11766,14735
"SAUSA300_RS01205",8437,7828,8792,7845,12226,6727,8662,10619,9265,8290,7552,8978
"SAUSA300_RS01210",9645,8964,9417,8755,13420,6774,9612,11971,9493,9547,8767,9932
"SAUSA300_RS01215",23381,22878,22661,18454,28662,14539,20989,28731,21995,24839,25289,25509
"SAUSA300_RS01220",315,354,362,151,270,156,157,248,242,311,478,358
"SAUSA300_RS01225",1189,1205,1225,743,1011,660,756,1187,887,1135,981,1655
"SAUSA300_RS01230",128,120,94,136,142,97,102,129,124,116,80,108
"SAUSA300_RS01235",130,113,124,64,100,87,108,127,88,77,108,101
"SAUSA300_RS01240",3533,3722,3472,3107,3485,2588,3041,4246,3276,3117,3201,3313
"SAUSA300_RS01245",0,0,0,0,0,0,0,0,0,1,0,0
"SAUSA300_RS01250",14217,13953,14839,17880,12258,11486,11756,17676,12544,13637,10292,15310
"SAUSA300_RS01260",692,676,825,862,959,677,763,993,769,671,623,767
"SAUSA300_RS01265",4569,5041,5414,2935,4090,2777,2608,4259,3686,3750,5113,5262
"SAUSA300_RS01270",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS01275",134,123,152,149,149,139,159,198,153,144,126,183
"SAUSA300_RS01280",32,55,48,39,45,40,33,71,49,38,39,40
"SAUSA300_RS01285",50,39,35,59,70,36,33,87,81,40,39,51
"SAUSA300_RS01290",654,626,674,487,559,422,454,659,656,470,630,713
"SAUSA300_RS01295",639,648,726,482,666,425,441,679,743,549,602,740
"SAUSA300_RS01300",1,2,10,4,3,5,0,7,6,6,2,4
"SAUSA300_RS01305",1114,941,1242,931,1105,803,835,1189,1017,912,975,1056
"SAUSA300_RS01310",1959,2255,1868,1482,1968,1327,1257,2061,1574,1375,2085,1733
"SAUSA300_RS01315",2369,2440,2201,1625,2222,1516,1727,2636,1862,1826,2702,2020
"SAUSA300_RS01320",4860,4543,4638,3122,4520,2753,3359,5002,3484,3923,4804,4571
"SAUSA300_RS01325",1210,1136,1265,1340,1814,1171,1333,1916,1391,1358,1058,1412
"SAUSA300_RS01330",3041,3196,3994,2867,3977,2791,2608,4235,3484,3528,3257,4543
"SAUSA300_RS01335",7301,8080,8975,6413,8641,5835,6380,9899,8498,7577,7657,10217
"SAUSA300_RS01340",16638,18009,18807,14093,19129,12023,14726,22121,17968,18260,15662,21416
"tarS",25205,28331,26662,22555,29101,19047,21607,33080,28142,25234,23548,29075
"scdA",4359,5040,4960,3976,3667,3314,3449,5027,5172,3917,3695,4432
"SAUSA300_RS01355",2231,2472,2351,1957,2506,1682,1869,2640,2102,2044,2154,2471
"SAUSA300_RS01360",584,740,610,498,709,369,440,807,565,566,646,664
"lrgA",2981,2579,2639,1276,1352,1152,1544,1557,1567,2072,3643,2789
"lrgB",13289,11200,12626,5976,7435,5896,6267,8714,9052,9458,16312,12708
"SAUSA300_RS01375",2087,2715,2296,1624,2874,1424,1799,2980,1947,2011,2441,2476
"SAUSA300_RS01380",61,89,74,51,98,54,35,109,99,78,100,88
"SAUSA300_RS01385",437,461,569,348,576,302,367,604,588,379,478,652
"SAUSA300_RS01395",277,269,282,180,292,139,198,284,177,223,259,266
"SAUSA300_RS01400",0,0,0,0,0,0,0,0,0,0,0,0
"rbsK",2123,2039,2447,1906,2264,1776,1652,2385,2231,1828,1889,2269
"rbsD",641,696,774,566,582,550,481,711,716,510,610,734
"rbsU",1059,940,1173,1054,1063,850,1055,1135,1099,818,855,1159
"SAUSA300_RS01420",2306,2877,2532,2393,3448,2123,2391,3747,2749,1897,2309,2384
"SAUSA300_RS15040",1,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS01430",111,85,126,45,93,61,47,141,20,93,70,117
"SAUSA300_RS01435",2,0,4,2,4,5,2,0,2,1,1,1
"SAUSA300_RS01440",455,397,479,397,419,290,291,453,334,406,369,592
"SAUSA300_RS01445",595,620,694,562,696,495,484,757,558,504,594,681
"lytM",1391,1319,1442,1366,1721,1076,1073,1943,1528,1110,1377,1542
"SAUSA300_RS01455",272,273,281,218,288,187,225,343,283,284,240,318
"SAUSA300_RS01460",129,148,161,114,144,81,139,194,140,112,150,181
"SAUSA300_RS01465",101,66,90,54,90,55,79,95,63,80,88,122
"SAUSA300_RS01470",670,638,778,489,790,446,717,957,636,651,548,761
"SAUSA300_RS01475",48,35,56,43,55,24,54,39,30,51,47,61
"SAUSA300_RS01480",140,129,112,112,138,95,128,166,89,137,165,177
"SAUSA300_RS01485",503,426,391,264,396,180,360,383,305,374,556,444
"esxA",8015,6828,6450,4305,5445,3261,5258,6871,4362,5470,8007,6153
"esaA",1485,1285,1438,474,746,366,696,816,447,1122,1443,1521
"essA",114,152,68,33,51,31,40,53,48,90,103,88
"esaB",36,35,26,7,22,4,17,14,10,17,31,29
"essB",272,243,187,104,172,83,137,190,103,216,215,224
"essC",3012,2482,2543,1629,1926,1215,1874,2158,1565,2319,2879,2854
"esaC",80,77,76,37,64,24,36,71,78,68,85,72
"esxB",202,260,183,114,134,110,111,166,169,192,212,218
"SAUSA300_RS01530",375,293,281,198,251,139,177,276,222,259,304,347
"SAUSA300_RS01535",266,225,221,133,156,119,180,195,180,196,228,270
"SAUSA300_RS01540",3124,3472,3279,2796,3430,2667,2003,3803,4382,2531,3200,3335
"SAUSA300_RS01545",5777,5036,6615,4720,6472,4714,3518,7782,6423,5115,4399,6228
"SAUSA300_RS01550",81,72,86,85,113,62,73,81,40,89,78,125
"SAUSA300_RS01555",206,249,207,140,231,139,147,271,135,175,247,238
"SAUSA300_RS01560",149,100,163,34,74,34,79,86,48,95,90,129
"SAUSA300_RS01565",19,17,11,5,10,7,1,22,12,15,18,23
"SAUSA300_RS01570",35,42,49,8,27,24,21,29,14,23,20,34
"SAUSA300_RS01575",102,105,113,60,101,93,65,137,103,72,81,127
"SAUSA300_RS01580",44,60,78,48,57,54,29,72,87,62,44,80
"SAUSA300_RS01585",281,334,411,292,438,277,227,461,162,362,276,449
"SAUSA300_RS15725",0,0,0,0,0,0,0,0,0,1,1,0
"SAUSA300_RS01590",95,72,67,40,62,49,45,74,43,42,34,52
"SAUSA300_RS01595",51,45,59,63,64,38,61,79,53,36,48,45
"SAUSA300_RS01600",67,66,66,65,85,53,46,90,82,40,54,83
"SAUSA300_RS01605",86,77,98,94,134,98,85,133,157,69,80,122
"SAUSA300_RS01610",28,18,39,27,37,9,22,35,33,26,24,34
"SAUSA300_RS01615",127,144,169,80,121,63,112,146,71,110,135,181
"SAUSA300_RS01620",914,797,1147,588,768,547,686,1085,657,758,805,1069
"SAUSA300_RS01625",1213,1287,1120,1700,1623,1144,1332,2113,1252,1296,980,1304
"brnQ_2",4870,3943,4260,2979,3418,2441,2898,3535,2618,3967,4418,4903
"SAUSA300_RS01635",309,368,275,161,241,123,173,307,179,198,388,289
"SAUSA300_RS01645",9774,10586,13904,12450,16299,11647,10744,18255,14774,8039,7756,13356
"SAUSA300_RS01650",10827,11752,15277,13393,16882,13071,10440,18930,15354,9429,9110,15019
"SAUSA300_RS15965",1,0,0,0,0,0,0,0,1,0,0,0
"SAUSA300_RS01655",3812,3930,3748,5046,7196,3945,4419,5914,4361,4187,4172,4104
"SAUSA300_RS01660",131,165,188,120,149,146,106,163,179,109,114,172
"SAUSA300_RS01665",185,201,216,166,165,156,86,211,251,156,211,247
"SAUSA300_RS01670",425,470,529,380,471,337,298,535,437,340,393,600
"SAUSA300_RS01675",1774,1758,2126,1311,1675,1236,1322,1863,1544,1731,1787,2257
"SAUSA300_RS01680",816,889,996,635,891,507,600,921,788,741,795,1093
"SAUSA300_RS01685",531,550,580,518,587,481,371,592,643,428,503,652
"SAUSA300_RS01690",828,842,757,750,946,702,740,976,745,819,829,777
"SAUSA300_RS01695",856,1030,1017,854,1154,753,881,1168,911,990,976,1104
"SAUSA300_RS01700",236,323,264,222,337,183,231,410,243,298,284,267
"lip2",397239,342529,386932,224411,193277,231638,225840,251814,267826,196042,379707,319671
"SAUSA300_RS01710",854,784,781,735,1112,642,851,1180,951,774,789,891
"SAUSA300_RS01715",557,517,497,568,663,475,486,704,520,475,438,620
"SAUSA300_RS01720",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS01725",1712,1746,1941,1403,1746,1413,1144,1823,1554,1591,1685,2161
"SAUSA300_RS01730",656,824,774,528,634,476,333,785,627,548,680,890
"SAUSA300_RS01735",1219,1448,1446,940,1236,819,751,1353,1192,1082,1305,1598
"SAUSA300_RS01740",1402,1561,1367,937,1343,810,880,1450,1186,1118,1404,1714
"SAUSA300_RS01745",872,1054,950,695,892,568,610,942,751,770,951,1092
"SAUSA300_RS01750",11144,11888,18140,12958,17798,14356,10832,19332,17280,7570,9915,15047
"SAUSA300_RS01755",2159,2172,2399,1686,1823,1487,1452,1876,1734,1897,1945,2486
"SAUSA300_RS01760",430,389,374,280,236,204,271,282,369,293,341,343
"SAUSA300_RS01765",338,329,360,246,274,237,276,304,350,257,299,347
"SAUSA300_RS01770",616,641,848,449,545,396,383,624,578,561,637,775
"mepR",137,133,155,104,130,129,97,137,163,139,131,168
"mepA",366,303,350,265,354,254,231,350,276,391,282,440
"SAUSA300_RS01785",64,80,57,25,58,42,31,49,35,57,50,85
"glpT",1975,1941,2964,1326,1701,1382,1364,1959,1600,1799,1948,3364
"SAUSA300_RS01795",6679,7601,7566,8802,10155,7716,7045,11420,10340,6187,5614,7960
"SAUSA300_RS01800",16333,17373,18368,22319,25701,19152,19200,28214,24698,16594,14187,19012
"SAUSA300_RS01805",2972,3182,3438,3638,4343,3198,2723,5099,5215,2936,2470,3520
"SAUSA300_RS01810",1028,1035,833,898,1493,676,994,1555,839,1022,1000,946
"SAUSA300_RS01815",105,124,115,92,113,77,71,121,136,108,116,130
"SAUSA300_RS01820",821,886,801,928,1109,765,643,1196,1189,785,882,847
"SAUSA300_RS01825",28,30,35,30,50,25,35,74,46,38,38,33
"efeB",162,207,167,171,258,185,167,287,256,189,161,188
"SAUSA300_RS01835",289,306,354,315,383,260,225,452,370,266,286,334
"tatC",187,201,167,105,159,107,150,204,101,127,172,206
"SAUSA300_RS01845",73,58,92,55,74,46,68,68,54,67,85,71
"SAUSA300_RS01850",116,124,111,135,158,123,146,136,128,148,103,113
"SAUSA300_RS01855",188,208,223,252,296,175,140,221,304,184,233,215
"SAUSA300_RS01860",733,857,868,755,1136,657,700,1080,871,815,680,923
"SAUSA300_RS01865",1836,2025,1957,1542,2130,1382,1328,2192,1964,1817,1631,2149
"SAUSA300_RS01870",2642,2940,2930,2541,3349,2096,2106,3351,2892,2809,2489,3047
"SAUSA300_RS01875",419,338,440,322,391,247,254,442,311,355,348,483
"SAUSA300_RS01885",29037,28768,39038,18300,18671,18661,14090,22353,23862,23827,30425,35349
"SAUSA300_RS01890",487,459,607,463,623,424,406,681,454,468,449,644
"metE",691,635,871,525,757,474,535,870,695,598,478,915
"SAUSA300_RS01900",432,404,506,300,398,209,286,367,315,376,325,574
"SAUSA300_RS01905",264,209,302,143,166,108,139,205,173,190,209,287
"SAUSA300_RS01910",170,138,232,106,118,78,89,123,106,110,104,176
"SAUSA300_RS01915",293,304,320,254,280,191,162,306,286,286,302,385
"SAUSA300_RS01920",1132,1100,1243,703,1134,723,601,1175,975,1177,925,1416
"SAUSA300_RS01925",401,432,393,324,432,271,224,360,341,418,358,510
"ychF",5005,5055,6002,4003,4965,3471,3190,5203,4859,4824,4840,6353
"SAUSA300_RS01935",158,151,220,108,172,119,96,220,157,134,138,175
"rpsF",6498,7428,7970,5178,5449,4514,5447,6178,5829,5872,7716,9649
"ssb_1",7122,7038,8650,4946,5715,4816,5146,6547,5664,6804,7252,10212
"rpsR",352,271,530,199,269,188,168,308,233,309,257,564
"SAUSA300_RS01955",92,73,65,47,86,64,70,123,35,78,59,104
"SAUSA300_RS15925",148,199,178,136,169,129,119,198,135,108,201,222
"selX",277,261,352,152,188,135,98,200,199,218,305,304
