"gene_name","WT1","WT2","A1","A2"
"PA14_55890",0,1,3,2
"PA14_55900",4,1,9,8
"PA14_55920",0,0,8,6
"PA14_55930",0,1,0,3
"PA14_55940",30,16,60,68
"PA14_55960",72,45,197,216
"PA14_55980",1,4,6,3
"PA14_56000",167,135,193,209
"PA14_56010",176,121,221,237
"PA14_56030",19,12,56,41
"PA14_56040",8,7,35,39
"PA14_56050",7,6,28,30
"PA14_56060",10,0,16,20
"PA14_56070",2578,1588,8118,8560
"PA14_56080",14,7,120,150
"PA14_56090",55,51,353,382
"PA14_56100",4,4,64,42
"PA14_56110",22,16,86,77
"PA14_56130",44,43,113,93
"PA14_56140",23,16,46,30
"PA14_56160",101,61,170,153
"PA14_56170",74,58,108,97
"PA14_56180",28,11,16,8
"PA14_56190",4,6,28,20
"PA14_56200",5,1,5,6
"PA14_56210",5,3,44,58
"PA14_56220",451,295,1083,1195
"PA14_56240",232,160,327,361
"PA14_56250",75,46,121,132
"PA14_56260",0,0,3,2
"PA14_56280",2,0,4,18
"PA14_56300",188,120,741,709
"PA14_56340",1,2,7,17
"PA14_56360",0,1,5,3
"PA14_56370",0,0,3,4
"PA14_56380",2,0,3,5
"PA14_56390",1,2,17,18
"PA14_56410",3,0,23,8
"PA14_56420",0,0,4,1
"PA14_56430",4,2,23,16
"PA14_56450",0,0,16,11
"PA14_56470",1,0,1,7
"PA14_56480",3,2,13,16
"PA14_56510",0,0,12,9
"PA14_56520",4,2,1,6
"PA14_56530",0,0,2,3
"PA14_56540",1,0,3,2
"PA14_56550",0,0,3,1
"PA14_56560",0,0,8,6
"PA14_56570",4,2,8,16
"PA14_56590",0,0,2,2
"PA14_56600",0,0,0,1
"PA14_56620",2,1,24,10
"PA14_56640",2,3,18,17
"PA14_56660",16,13,40,32
"PA14_56670",0,0,3,3
"PA14_56680",4,2,29,38
"PA14_56690",0,0,2,7
"PA14_56720",0,0,7,6
"PA14_56730",6,6,14,11
"PA14_56740",2,0,1,0
"PA14_56750",0,1,7,3
"PA14_56770",0,0,3,5
"PA14_56780",1064,807,1109,1068
"PA14_56790",126,90,244,213
"PA14_56800",5,14,21,24
"PA14_56810",0,0,5,4
"PA14_56830",141,97,437,421
"PA14_56840",8,4,62,65
"PA14_56850",14,7,40,50
"PA14_56870",14,9,30,35
"PA14_56880",30,31,223,260
"PA14_56890",105,82,135,161
"PA14_56900",44,46,179,246
"PA14_56910",2,1,1,0
"PA14_56920",2,0,12,18
"PA14_56930",14,9,22,38
"PA14_56940",4,2,5,7
"PA14_56950",5,3,11,10
"PA14_56960",3,1,5,5
"PA14_56980",1,1,5,8
"PA14_56990",8,3,19,11
"PA14_57010",4,2,14,11
"PA14_57020",0,1,15,11
"PA14_57030",0,2,7,5
"PA14_57040",0,0,6,0
"PA14_57050",178,138,497,463
"PA14_57060",4,5,28,19
"PA14_57070",4,3,28,20
"PA14_57080",5,3,23,16
"PA14_57100",35,21,191,168
"PA14_57110",1,2,9,6
"PA14_57130",0,5,10,21
"PA14_57140",8,4,24,20
"PA14_57160",11,3,9,23
"PA14_57170",32,21,69,62
"PA14_57180",71,47,99,103
"PA14_57190",5,3,20,12
"PA14_57200",0,0,1,1
"PA14_57210",3,3,15,5
"PA14_57220",6,0,18,13
"PA14_57240",2,1,3,13
"PA14_57250",9,7,28,36
"PA14_57260",5,6,125,134
"PA14_57275",0,0,15,23
"PA14_57290",1,1,10,10
"PA14_57300",0,0,1,0
"PA14_57320",1,0,2,3
"PA14_57330",1,2,1,4
"PA14_57340",0,3,13,2
"PA14_57360",1,0,4,3
"PA14_57380",1,1,15,7
"PA14_57390",1,2,11,6
"PA14_57410",1,0,9,3
"PA14_57425",1,1,10,13
"PA14_57440",0,0,2,0
"PA14_57450",24,7,48,58
"PA14_57460",1,1,2,8
"PA14_57470",4,8,14,7
"PA14_57480",49,28,161,140
"PA14_57490",49,47,223,194
"PA14_57500",97,70,775,702
"PA14_57510",94,63,641,597
"PA14_57520",4,0,31,52
"PA14_57530",1,2,12,15
"PA14_57540",1,0,16,5
"PA14_57560",10,6,27,27
"PA14_57570",0,0,7,10
"PA14_57580",0,0,0,1
"PA14_57590",1,1,7,11
"PA14_57600",68,56,147,169
"PA14_57610",7,11,59,35
"PA14_57630",7,7,66,66
"PA14_57640",4,5,13,25
"PA14_57650",1,1,13,5
"PA14_57670",3,3,9,12
"PA14_57680",2,3,4,7
"PA14_57690",184,119,806,734
"PA14_57710",4,4,79,96
"PA14_57720",14,6,30,30
"PA14_57730",46,41,107,116
"PA14_57740",42,26,32,38
"PA14_57760",35,40,319,306
"PA14_57770",4,5,25,17
"PA14_57780",7,2,19,31
"PA14_57800",2,2,11,14
"PA14_57810",2,3,10,14
"PA14_57820",8,1,11,11
"PA14_57830",0,0,1,2
"PA14_57840",0,1,10,2
"PA14_57850",2,5,10,11
"PA14_57870",3,1,18,42
"PA14_57880",5,4,18,14
"PA14_57890",213,93,859,948
"PA14_57900",75,50,406,381
"PA14_57910",184,121,526,531
"PA14_57920",305,188,7511,5979
"PA14_57930",137,105,366,320
"PA14_57940",1012,742,2141,2089
"PA14_57950",7000,4964,14406,15072
"PA14_57960",1383,947,2955,3492
"PA14_57970",1014,698,2210,2244
"PA14_57980",290,190,493,512
"PA14_57990",12,10,91,59
"PA14_58000",16,13,53,71
"PA14_58010",1,0,15,12
"PA14_58030",3,6,39,39
"PA14_58040",5,1,7,18
"PA14_58050",4,5,15,12
"PA14_58060",63,43,288,333
"PA14_58070",11,1,44,37
"PA14_58080",0,2,5,4
"PA14_58090",0,1,6,12
"PA14_58100",0,2,7,9
"PA14_58110",1,2,11,3
"PA14_58120",1,0,5,7
"PA14_58130",4,8,8,22
"PA14_58150",1,0,9,6
"PA14_58170",73,49,688,835
"PA14_58180",153,80,948,915
"PA14_58190",240,157,869,878
"PA14_58210",2,0,16,14
"PA14_58220",73,46,236,225
"PA14_58230",11,2,45,35
"PA14_58240",1,1,12,10
"PA14_58250",13,9,41,37
"PA14_58260",0,0,6,7
"PA14_58270",2,0,10,13
"PA14_58290",2,4,2,7
"PA14_58300",0,1,9,12
"PA14_58320",2,1,12,6
"PA14_58330",143,95,251,310
"PA14_58350",245,198,752,721
"PA14_58360",33,43,33,34
"PA14_58375",2,2,11,8
"PA14_58380",61,38,168,115
"PA14_58390",903,618,3751,3349
"PA14_58410",111,101,318,272
"PA14_58420",152,99,320,235
"PA14_58440",100,75,217,228
"PA14_58450",125,58,256,278
"PA14_58470",20,13,55,55
"PA14_58490",35,38,81,92
"PA14_58500",2,2,6,8
"PA14_58510",1,0,12,14
"PA14_58515",4,2,6,4
"PA14_58530",0,0,1,0
"PA14_58540",3,6,4,0
"PA14_58550",21,15,487,516
"PA14_58560",1,1,11,11
"PA14_58570",6,6,42,43
"PA14_58580",1,1,22,23
"PA14_58600",2,0,21,23
"PA14_58610",13,6,41,23
"PA14_58630",7,8,37,24
"PA14_58650",4,1,18,18
"PA14_58660",3,0,9,2
"PA14_58670",0,0,1,3
"PA14_58690",0,2,22,21
"PA14_58700",20,16,81,61
"PA14_58710",3,2,0,5
"PA14_58720",10,8,31,38
"PA14_58750",406,310,868,954
"PA14_58760",1413,1021,2662,2898
"PA14_58770",47,41,170,178
"PA14_58780",37,34,182,138
"PA14_58790",27,17,114,107
"PA14_58800",10,9,9,15
"PA14_58810",10,11,58,66
"PA14_58820",0,0,0,4
"PA14_58830",0,2,2,2
"PA14_58840",36,18,71,76
"PA14_58850",19,12,12,16
"PA14_58860",4,2,18,27
"PA14_58870",97,68,380,397
"PA14_58880",44,39,247,254
"PA14_58890",1,2,4,7
"PA14_58900",19,9,91,88
"PA14_58910",8,8,74,54
"PA14_58920",24,4,94,44
"PA14_58930",15,11,16,12
"PA14_58950",8,4,17,12
"PA14_58960",4,3,7,5
"PA14_58970",4,0,5,2
"PA14_58980",6,9,2,3
"PA14_58990",34,18,83,62
"PA14_59000",0,1,2,3
"PA14_59010",2,0,2,2
"PA14_59050",96,56,225,212
"PA14_59060",13,12,14,5
"PA14_59070",105,74,184,161
"PA14_59090",45,26,72,81
"PA14_59100",44,27,31,28
"PA14_59120",54,35,66,62
"PA14_59130",45,23,96,90
"PA14_59140",42,31,73,68
"PA14_59150",115,74,87,91
"PA14_59180",37,25,158,159
"PA14_59200",29,17,78,84
"PA14_59210",8,4,21,21
"PA14_59240",0,2,17,24
"PA14_59250",8,1,9,28
"PA14_59270",4,2,7,19
"PA14_59280",1,0,1,0
"PA14_59290",33,8,138,184
"PA14_59310",1,1,8,11
"PA14_59320",16,11,16,12
"PA14_59340",5,6,9,12
"PA14_59350",22,26,64,80
"PA14_59360",3,0,14,10
"PA14_59380",66,41,90,78
"PA14_59400",86,61,158,191
"PA14_59430",89,63,55,60
"PA14_59440",73,45,76,116
"PA14_59470",8,9,2,6
"PA14_59480",20,10,12,25
"PA14_59490",4,4,4,2
"PA14_59500",6,4,9,10
"PA14_59510",4,2,1,5
"PA14_59520",2,0,6,3
"PA14_59530",7,2,6,10
"PA14_59540",5,3,24,23
"PA14_59570",1,0,14,10
"PA14_59580",150,78,447,409
"PA14_59610",2,4,153,110
"PA14_59620",1,2,52,72
"PA14_59640",0,4,9,5
"PA14_59650",0,1,6,2
"PA14_59660",4,3,2,1
"PA14_59670",2,2,5,6
"PA14_59680",1,1,1,6
"PA14_59690",16,15,31,22
"PA14_59700",6,3,35,25
"PA14_59710",45,24,84,88
"PA14_59720",0,2,9,3
"PA14_59735",8,2,19,18
"PA14_59750",5,4,18,33
"PA14_59760",0,3,15,9
"PA14_59770",10,8,42,40
"PA14_59780",25,26,146,138
"PA14_59790",20,15,102,83
"PA14_59800",30,23,250,299
"PA14_59820",3,2,27,39
"PA14_59830",73,36,144,123
"PA14_59850",11,12,41,51
"PA14_59860",0,0,17,1
"PA14_59870",0,0,0,1
"PA14_59880",4,3,19,3
"PA14_59890",3,6,2,5
"PA14_59900",7,12,37,19
"PA14_59910",8,3,16,18
"PA14_59920",12,5,22,22
"PA14_59930",1,2,6,1
"PA14_59940",29,15,34,40
"PA14_59950",19,14,49,60
"PA14_59960",27,17,39,45
"PA14_59970",0,3,8,8
"PA14_59980",6,5,37,25
"PA14_59990",0,3,6,10
"PA14_60000",28,23,55,56
"PA14_60010",1,1,3,1
"PA14_60020",13,7,44,36
"PA14_60040",99,98,308,278
"PA14_60050",26,24,172,147
"PA14_60070",754,543,1476,1392
"PA14_60080",682,444,1125,1116
"PA14_60110",21,18,86,101
"PA14_60120",1,3,9,24
"PA14_60130",91,62,335,325
"PA14_60140",100,71,288,328
"PA14_60150",3,9,23,33
"PA14_60160",1,2,0,4
"PA14_60180",1,1,11,10
"PA14_60190",1,3,28,27
"PA14_60200",1,0,0,4
"PA14_60210",4,4,22,32
"PA14_60230",128,86,1737,1599
"PA14_60240",0,0,11,15
"PA14_60250",17,19,79,47
"PA14_60260",49,33,61,54
"PA14_60270",0,0,5,6
"PA14_60280",113,59,528,560
"PA14_60290",65,43,186,208
"PA14_60300",123,67,164,180
"PA14_60310",2166,1486,2822,2803
"PA14_60320",115,61,174,224
"PA14_60330",21,16,111,88
"PA14_60350",0,2,3,8
"PA14_60360",0,2,31,45
"PA14_60370",22,16,59,62
"PA14_60380",1,1,10,12
"PA14_60390",1,6,20,15
"PA14_60400",80,75,1291,1279
"PA14_60410",0,0,8,13
"PA14_60420",0,0,3,2
"PA14_60445",3,3,6,10
"PA14_60450",1,1,45,46
"PA14_60460",1,2,32,21
"PA14_60470",28,23,351,333
"PA14_60480",1,3,18,14
"PA14_60490",338,233,1050,1092
"PA14_60500",26,19,97,88
"PA14_60520",0,1,12,7
"PA14_60530",0,7,19,10
"PA14_60540",0,0,1,3
"PA14_60550",6,8,20,19
"PA14_60560",1,0,1,3
"PA14_60570",895,644,1499,1404
"PA14_60580",130,88,180,126
"PA14_60590",16,4,31,14
"PA14_60600",2,0,4,7
"PA14_60620",0,1,23,14
"PA14_60630",52,18,276,314
"PA14_60650",23,19,140,171
"PA14_60660",15,12,68,53
"PA14_60670",12,9,44,36
"PA14_60690",0,0,4,6
"PA14_60700",1053,796,418,431
"PA14_60710",19,22,29,23
"PA14_60730",11,2,23,30
"PA14_60750",6,6,16,31
"PA14_60760",8,3,15,10
"PA14_60770",4,1,7,7
"PA14_60780",1,0,7,2
"PA14_60790",1,2,6,3
"PA14_60800",6,6,19,19
"PA14_60810",46,27,140,102
"PA14_60820",5,3,26,34
"PA14_60830",4,8,66,58
"PA14_60850",0,0,1,3
"PA14_60860",33,18,132,159
"PA14_60870",104,90,245,241
"PA14_60890",49,31,483,453
"PA14_60900",1,0,2,1
"PA14_60920",3,1,4,3
"PA14_60930",0,0,4,0
"PA14_60950",38,26,78,113
"PA14_60960",0,4,9,7
"PA14_60970",64,39,117,94
"PA14_60990",10,6,28,11
"PA14_61000",85,61,340,392
"PA14_61010",13,11,42,64
"PA14_61020",2,0,26,16
"PA14_61040",1,1,20,29
"PA14_61050",165,120,651,646
"PA14_61060",7,2,34,40
"PA14_61080",3,0,17,26
"PA14_61090",9,6,72,73
"PA14_61110",0,2,11,16
"PA14_61120",0,0,0,3
"PA14_61130",1,3,5,9
"PA14_61140",2,0,5,5
"PA14_61150",2,3,8,6
"PA14_61170",0,2,12,11
"PA14_61180",0,0,3,3
"PA14_61190",2,2,37,26
"PA14_61200",23,7,109,78
"PA14_61210",0,1,20,23
"PA14_61220",2,1,49,27
"PA14_61250",21,14,125,161
"PA14_61260",4,1,31,18
"PA14_61270",7,4,15,21
"PA14_61280",3,1,22,17
"PA14_61290",5,2,7,13
"PA14_61300",221,169,269,319
"PA14_61320",4,2,13,6
"PA14_61330",0,2,15,12
"PA14_61340",0,0,1,0
"PA14_61350",0,0,0,1
"PA14_61360",35,26,241,248
"PA14_61370",5,3,20,14
"PA14_61390",1,2,3,8
"PA14_61400",75,54,683,626
"PA14_61410",2,3,27,23
"PA14_61430",1,0,8,5
"PA14_61440",0,0,4,11
"PA14_61450",0,0,4,5
"PA14_61460",3,3,3,12
"PA14_61470",30,33,130,105
"PA14_61480",73,49,149,160
"PA14_61500",1,4,10,24
"PA14_61510",0,0,2,2
"PA14_61520",0,0,4,0
"PA14_61530",1,0,4,9
"PA14_61540",5,6,19,15
"PA14_61550",4,19,53,60
"PA14_61560",1,10,12,7
"PA14_61580",0,1,3,4
"PA14_61590",0,0,0,5
"PA14_61600",47,48,193,171
"PA14_61610",53,31,119,118
"PA14_61620",9,12,15,22
"PA14_61640",22,20,34,40
"PA14_61650",9,2,13,15
"PA14_61660",23,16,29,31
"PA14_61670",0,0,2,0
"PA14_61680",0,0,5,4
"PA14_61700",3,3,4,5
"PA14_61710",0,0,4,10
"PA14_61720",126,85,367,357
"PA14_61740",24,17,108,89
"PA14_61750",124,107,1921,1980
"PA14_61760",243,289,835,997
"PA14_61770",405,240,11581,11413
"PA14_61780",246,174,5860,5578
"PA14_61790",291,214,5154,3490
"PA14_61820",299,205,2802,2423
"PA14_61830",606,949,2623,3777
"PA14_61840",5,5,160,180
"PA14_61850",25,16,128,150
"PA14_61860",2,4,27,21
"PA14_61870",0,2,5,6
"PA14_61880",9,2,4,5
"PA14_61890",1,0,0,4
"PA14_61910",1,0,2,2
"PA14_61920",1,0,5,14
"PA14_61940",4,2,6,10
"PA14_61950",15,5,16,23
"PA14_61960",14,6,53,52
"PA14_61980",27,21,184,174
"PA14_61990",183,142,502,479
"PA14_62000",37,37,137,155
"PA14_62010",1,4,30,22
"PA14_62020",1,0,6,13
"PA14_62030",0,0,11,11
"PA14_62040",1,5,9,20
"PA14_62050",1,0,0,0
"PA14_62060",0,1,1,2
"PA14_62070",0,3,3,6
"PA14_62080",1,0,1,2
"PA14_62090",2,2,3,6
"PA14_62100",8,3,21,32
"PA14_62110",3,5,26,37
"PA14_62120",2,0,18,19
"PA14_62130",9,4,44,43
"PA14_62150",0,1,7,6
"PA14_62160",17,13,94,91
"PA14_62170",98,59,237,268
"PA14_62180",3,3,5,5
"PA14_62190",4,0,1,8
"PA14_62200",7,1,7,13
"PA14_62230",82,50,406,417
"PA14_62240",10,5,17,18
"PA14_62250",5,4,13,17
"PA14_62260",18,12,57,55
"PA14_62270",0,0,2,4
"PA14_62280",1,1,8,11
"PA14_62290",1,1,4,0
"PA14_62300",0,0,7,4
"PA14_62330",9,13,16,28
"PA14_62350",16,10,49,61
"PA14_62360",2,1,22,10
"PA14_62370",2,2,27,20
"PA14_62380",5,1,25,17
"PA14_62390",397,259,337,425
"PA14_62400",161,99,349,283
"PA14_62410",33,30,84,103
"PA14_62420",153,116,280,328
"PA14_62430",5,3,17,11
"PA14_62440",29,18,334,279
"PA14_62450",33,35,254,183
"PA14_62470",2,0,12,12
"PA14_62480",12,5,28,42
"PA14_62490",698,422,3300,3495
"PA14_62510",16,8,145,120
"PA14_62520",3,4,93,73
"PA14_62530",120,71,297,258
"PA14_62540",851,578,2364,2215
"PA14_62560",74,55,537,443
"PA14_62570",7,6,87,85
"PA14_62580",20,14,64,72
"PA14_62590",45,29,89,86
"PA14_62600",21,10,106,74
"PA14_62620",117,74,277,291
"PA14_62630",91,65,212,180
"PA14_62640",1,4,26,31
"PA14_62650",349,207,524,555
"PA14_62660",14,7,94,82
"PA14_62670",6,13,47,41
"PA14_62680",1,0,11,7
"PA14_62690",0,1,5,5
"PA14_62710",2,0,26,44
"PA14_62720",4,1,7,5
"PA14_62730",2,3,5,11
"PA14_62740",0,0,1,1
"PA14_62760",15,12,23,64
"PA14_62770",9,3,61,55
"PA14_62780",0,0,3,3
"PA14_62790",0,0,1,0
"PA14_62830",2,0,7,12
"PA14_62840",0,2,4,6
"PA14_62850",0,0,2,1
"PA14_62860",10,5,67,51
"PA14_62870",7,5,16,22
"PA14_62880",66,49,580,448
"PA14_62890",2,1,24,45
"PA14_62900",9,6,34,49
"PA14_62910",18,9,77,106
"PA14_62920",51,22,64,81
"PA14_62930",5,1,19,10
"PA14_62940",1,0,20,14
"PA14_62960",2,0,11,7
"PA14_62970",1,1,14,9
"PA14_62990",1,0,3,2
"PA14_63010",86,29,173,204
"PA14_63020",2,1,13,10
"PA14_63030",193,126,2774,2924
"PA14_63040",0,1,1,2
"PA14_63050",4,3,21,24
"PA14_63060",43,27,190,181
"PA14_63070",9,2,50,52
"PA14_63080",34,8,116,153
"PA14_63090",22,15,50,79
"PA14_63100",36,20,59,67
"PA14_63110",134,121,403,362
"PA14_63120",124,98,225,209
"PA14_63130",99,77,205,197
"PA14_63150",43,22,113,63
"PA14_63160",52,38,80,82
"PA14_63170",119,91,360,392
"PA14_63190",11,10,41,46
"PA14_63200",3,1,13,8
"PA14_63210",1,0,8,5
"PA14_63220",0,0,1,0
"PA14_63230",0,0,8,3
"PA14_63240",8,7,33,24
"PA14_63250",2,1,4,6
"PA14_63270",16,8,25,31
"PA14_63280",2,3,8,6
"PA14_63290",0,0,6,5
"PA14_63300",2,3,55,59
"PA14_63310",2,2,42,26
"PA14_63320",13,6,32,52
"PA14_63330",1,2,9,4
"PA14_63340",61,49,180,214
"PA14_63350",6,7,19,34
"PA14_63360",139,87,385,325
"PA14_63370",5,8,22,36
"PA14_63380",15,10,19,18
"PA14_63390",5,1,3,13
"PA14_63410",1,1,8,3
"PA14_63430",0,0,3,2
"PA14_63440",4,5,36,24
"PA14_63450",29,9,108,123
"PA14_63460",3,1,2,1
"PA14_63470",13,7,35,20
"PA14_63480",12,5,46,34
"PA14_63500",2,0,6,21
"PA14_63520",2,3,21,32
"PA14_63530",1,3,4,3
"PA14_63540",0,0,4,8
"PA14_63550",1,0,3,5
"PA14_63570",2,1,4,2
"PA14_63580",0,0,1,2
"PA14_63605",22,7,113,90
"PA14_63620",2,3,8,13
"PA14_63640",2,2,16,16
"PA14_63650",4,4,24,27
"PA14_63660",7,8,79,98
"PA14_63680",3,0,9,10
"PA14_63700",0,0,6,6
"PA14_63710",0,1,1,0
"PA14_63720",2,0,4,2
"PA14_63730",13,12,19,29
"PA14_63740",0,0,4,2
"PA14_63750",6,10,27,27
"PA14_63770",0,0,2,1
"PA14_63780",0,0,0,1
"PA14_63800",4,5,26,22
"PA14_63820",0,0,0,4
"PA14_63830",0,2,16,11
"PA14_63840",0,1,1,1
"PA14_63850",0,0,10,10
"PA14_63860",0,0,0,1
"PA14_63880",15,6,37,33
"PA14_63890",3,2,9,10
"PA14_63900",9,9,74,75
"PA14_63910",10,6,33,48
"PA14_63920",2,2,82,14
"PA14_63960",2,0,8,9
"PA14_63970",2,2,12,13
"PA14_63990",4,4,19,14
"PA14_64000",0,3,1,2
"PA14_64010",3,0,2,0
"PA14_64030",0,3,7,9
"PA14_64050",557,394,1054,985
"PA14_64060",15,11,13,17
"PA14_64080",3,5,44,69
"PA14_64090",83,67,557,566
"PA14_64100",1041,608,2448,2436
"PA14_64110",733,504,2338,2166
"PA14_64120",5,5,34,23
"PA14_64140",11,15,180,155
"PA14_64170",57,34,512,507
"PA14_64180",38,25,544,507
"PA14_64190",165,75,1236,1343
"PA14_64200",67,48,432,350
"PA14_64220",40,30,318,320
"PA14_64230",84,73,245,201
"PA14_64240",2,2,28,21
"PA14_64270",3,3,8,17
"PA14_64280",1,2,15,15
"PA14_64290",3,1,0,2
"PA14_64300",13,8,30,27
"PA14_64310",3,1,24,14
"PA14_64320",8,4,23,33
"PA14_64335",8,4,7,11
"PA14_64350",16,16,12,10
"PA14_64360",12,12,4,5
"PA14_64370",8,7,1,5
"PA14_64390",81,49,29,23
"PA14_64400",15,11,59,57
"PA14_64410",0,0,3,4
"PA14_64420",1,0,1,1
"PA14_64430",16,9,90,108
"PA14_64440",4,5,59,60
"PA14_64450",13,5,57,59
"PA14_64460",0,0,8,5
"PA14_64480",135,115,576,654
"PA14_64490",13,11,29,17
"PA14_64500",18,11,50,36
"PA14_64510",9,3,11,15
"PA14_64520",119,67,164,165
"PA14_64530",2,2,40,31
"PA14_64540",0,0,7,6
"PA14_64550",0,0,1,0
"PA14_64560",0,0,0,1
"PA14_64570",7,4,48,67
"PA14_64580",11,6,23,34
"PA14_64590",5,5,5,11
"PA14_64610",4,2,3,5
"PA14_64620",2,0,1,5
"PA14_64640",5,7,33,26
"PA14_64650",3,3,13,3
"PA14_64660",2,2,3,8
"PA14_64670",4,4,12,8
"PA14_64680",0,1,2,2
"PA14_64690",4,3,3,0
"PA14_64700",0,1,1,1
"PA14_64710",16,9,49,31
"PA14_64720",2,0,6,14
"PA14_64740",1,0,3,4
"PA14_64750",0,0,3,7
"PA14_64770",1,1,13,9
"PA14_64780",11,11,82,56
"PA14_64790",0,2,5,1
"PA14_64800",3,3,23,15
"PA14_64810",0,2,0,2
"PA14_64820",1,1,3,1
"PA14_64840",1,0,5,6
"PA14_64850",0,0,3,0
"PA14_64860",1,2,5,11
"PA14_64870",1,2,7,12
"PA14_64880",0,0,1,5
"PA14_64890",16,6,31,40
"PA14_64900",1,0,2,17
"PA14_64910",6,4,14,17
"PA14_64920",47,48,53,55
"PA14_64930",11,6,5,6
"PA14_64940",1,0,0,0
"PA14_64950",20,23,373,425
"PA14_64960",69,60,472,530
"PA14_64980",45,50,148,204
"PA14_64990",8,4,27,20
"PA14_65000",2,1,0,8
"PA14_65010",16,10,70,74
"PA14_65030",5,2,73,58
"PA14_65040",4,0,13,18
"PA14_65050",0,0,13,7
"PA14_65060",12,4,17,15
"PA14_65080",11,13,37,29
"PA14_65090",23,32,27,26
"PA14_65110",8,5,9,7
"PA14_65130",10,3,28,32
"PA14_65150",0,0,4,6
"PA14_65160",3,1,5,18
"PA14_65170",0,2,4,5
"PA14_65180",1,1,2,4
"PA14_65190",0,0,4,3
"PA14_65200",3,1,4,6
"PA14_65210",2328,2998,5078,6827
"PA14_65220",2283,3054,5021,7059
"PA14_65230",11,7,47,48
"PA14_65250",0,0,4,7
"PA14_65260",0,0,0,2
"PA14_65270",25,13,67,60
"PA14_65280",0,0,13,22
"PA14_65300",5,1,12,11
"PA14_65310",3,1,7,9
"PA14_65320",15,5,82,86
"PA14_65350",0,1,9,5
"PA14_65370",3,2,8,26
"PA14_65380",15,16,88,71
"PA14_65390",7,2,43,36
"PA14_65400",28,33,99,94
"PA14_65410",50,39,94,127
"PA14_65420",18,12,99,109
"PA14_65430",0,4,37,49
"PA14_65450",8,7,51,60
"PA14_65470",26,10,65,58
"PA14_65480",16,6,95,74
"PA14_65500",33,19,119,165
"PA14_65520",142,112,247,249
"PA14_65540",182,113,397,369
"PA14_65560",7,4,25,21
"PA14_65570",75,49,198,181
"PA14_65580",2,1,37,18
"PA14_65590",0,0,2,2
"PA14_65605",2,7,29,26
"PA14_65630",1,0,4,2
"PA14_65640",0,2,5,1
"PA14_65660",6,0,18,20
"PA14_65670",2,7,32,18
"PA14_65690",1,1,8,14
"PA14_65700",0,0,1,3
"PA14_65710",0,0,2,2
"PA14_65720",24,28,252,300
"PA14_65740",14,15,82,77
"PA14_65750",71,84,391,349
"PA14_65760",7,6,40,55
"PA14_65770",0,2,26,34
"PA14_65795",1,7,4,8
"PA14_65810",2,0,3,5
"PA14_65820",1,3,2,5
"PA14_65840",0,0,2,1
"PA14_65850",7,1,22,23
"PA14_65860",1,2,10,10
"PA14_65880",1,0,6,0
"PA14_65900",0,0,0,2
"PA14_65920",0,2,3,3
"PA14_65940",10,8,50,42
"PA14_65950",13,6,23,28
"PA14_65960",1,4,9,3
"PA14_65970",0,1,1,8
"PA14_65990",1,5,3,4
"PA14_66000",7,8,60,54
"PA14_66010",11,12,61,46
"PA14_66020",2,0,20,14
"PA14_66040",6,1,8,9
"PA14_66050",1,0,7,2
"PA14_66060",4,1,9,11
"PA14_66080",13,7,16,26
"PA14_66090",28,25,183,224
"PA14_66100",26,25,69,64
"PA14_66110",9,5,68,44
"PA14_66120",16,14,34,15
"PA14_66140",2,4,10,12
"PA14_66150",4,7,11,12
"PA14_66160",0,1,1,4
"PA14_66170",4,5,39,51
"PA14_66190",7,7,13,12
"PA14_66200",1,0,4,1
"PA14_66210",0,0,0,4
"PA14_66220",0,2,1,7
"PA14_66230",1,1,6,8
"PA14_66240",1,1,5,4
"PA14_66250",1,0,2,1
"PA14_66260",11,9,51,46
"PA14_66270",5,1,21,9
"PA14_66290",2302,1727,4983,5147
"PA14_66310",578,445,916,922
"PA14_66320",189,126,296,283
"PA14_66330",31,33,68,54
"PA14_66340",14,8,17,21
"PA14_66350",21,12,45,58
"PA14_66380",76,57,318,316
"PA14_66400",130,102,440,441
"PA14_66410",33,20,93,77
"PA14_66420",41,19,44,48
"PA14_66440",111,71,157,141
"PA14_66450",13,4,6,14
"PA14_66460",111,76,379,397
"PA14_66480",104,82,310,342
"PA14_66490",1,2,17,18
"PA14_66510",4,3,15,13
"PA14_66520",2,1,6,9
"PA14_66530",3,4,5,6
"PA14_66540",1,0,12,8
"PA14_66550",2,1,4,3
"PA14_66560",1,6,16,9
"PA14_66570",67,56,420,504
"PA14_66580",11,19,153,162
"PA14_66600",7,1,13,19
"PA14_66610",1,2,12,8
"PA14_66620",24,13,126,140
"PA14_66630",12,3,34,37
"PA14_66640",6,5,35,27
"PA14_66650",0,2,14,6
"PA14_66660",4,2,17,23
"PA14_66670",220,136,848,913
"PA14_66680",7,3,26,43
"PA14_66690",9,10,46,51
"PA14_66700",1,0,0,0
"PA14_66710",1,0,3,5
"PA14_66720",19,21,128,141
"PA14_66750",172,139,1219,1266
"PA14_66760",17,18,158,112
"PA14_66770",152,87,129,182
"PA14_66790",606,464,318,377
"PA14_66800",36,15,35,24
"PA14_66820",226,148,220,269
"PA14_66830",27,19,21,25
"PA14_66840",46,37,44,37
"PA14_66850",66,61,18,17
"PA14_66875",0,1,1,0
"PA14_66880",1,0,4,4
"PA14_66890",1,0,3,19
"PA14_66900",119,82,362,372
